category,element,variable,statistic,unit,year,value
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.4339189848744234
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.4421075628023097
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.450222441634208
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.4665132416115447
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.4835936720185912
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.498694800334167
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.5102487607760076
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.5197952337043652
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.5270088156266537
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.528286578185812
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.5257485586710282
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.522594521044576
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.5149488838625662
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.5123507497720894
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,1.5094878324993872
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,1.5115484584565857
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,1.515955534194091
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,1.5206113730379878
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,1.5199971305853837
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,1.5164586640852786
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,1.507397013879256
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,1.496518057649825
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,1.4847538204993969
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,1.476481288723264
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,1.473253796832008
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,1.46908527399586
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,1.464630630259141
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,1.4601219591458232
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,1.456832407615403
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,1.452377621535308
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,1.4460947182126962
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,1.4381960057137675
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,1.4308871611957517
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,1.4233376427556643
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2065,1.4163482769710722
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2066,1.4137459036453102
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2067,1.4114197871647207
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2068,1.410475764098064
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2069,1.406559624859027
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2070,1.4012496219393702
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2071,1.395422477306739
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2072,1.384895198333881
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2073,1.3762475846652604
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2074,1.3682866347326583
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2075,1.3596136051173835
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2076,1.3493401911313183
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2077,1.3381330137834817
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2078,1.328042228281965
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2079,1.3209353984982686
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2080,1.3140770660693255
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2081,1.3087077734937895
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2082,1.3039759707434877
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2083,1.2978414403831666
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2084,1.2879591305197828
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2085,1.2761228870530548
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2086,1.2631902197744114
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2087,1.2509259333464335
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2088,1.239012983856412
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2089,1.2315092251053068
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2090,1.2263412244965948
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2091,1.223702127873031
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2092,1.2240523867537836
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2093,1.2230436283263195
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2094,1.218873945352216
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2095,1.213237855647034
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2096,1.20694496533323
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2097,1.1995008196515615
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2098,1.1898016133285088
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2099,1.179787171465798
C2,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2100,1.1713818199500698
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2015,1.115576277
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2016,1.1404979805633628
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2017,1.17022051748363
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2018,1.198722071554343
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2019,1.224869650513838
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2020,1.251107887419285
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.278220548298892
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.3102989067123645
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.34240982622675
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.3802517728
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.4119744354
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.4355660168
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.4570215848
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.4779405608
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.4988817616
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.5191551556
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.5358094428
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.5572982192
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.5855458248
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.6166541838
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.6448393012
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.6687849812
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.6848520666
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.6997543098
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.7158193422
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.7263558286
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.7316549818
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.7346924372
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.7415952474
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.7500301452
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,1.7611397756
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,1.770881354
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,1.782340983
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,1.7938264098
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,1.7953936612
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,1.7933314358
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,1.7884078017999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,1.7850356552
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,1.781284976
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,1.7793549766
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,1.7789874276
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,1.782543147
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,1.7856900238
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,1.7873305756
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,1.7881628118
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,1.785128225
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,1.7802665468
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,1.7750594876
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,1.7690119082
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,1.7624328591999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2065,1.7565659626
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2066,1.7528139157999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2067,1.7510330237999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2068,1.7478963974
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2069,1.7452281775999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2070,1.7392692549999995
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2071,1.7290654637999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2072,1.7179285199999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2073,1.7079444476
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2074,1.6965071706
